permno,permco,ncusip,cusip,ticker,comnam,tic,conm,gvkey,long_cusip,naics,exchcd,namedt,nameenddt,st_date,end_date,cusip_score,ticker_match_score,name_match_score,average_match_score
15788.0,55462.0,62857M10,62857M10,MYOK,MYOKARDIA INC,MYOK,MYOKARDIA INC,026269,62857M105,325414,3.0,2015-10-29,2019-12-31,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15789.0,55463.0,G6674U10,G6674U10,NVCR,NOVOCURE LTD,NVCR,NOVOCURE LTD,026123,G6674U108,334510,3.0,2015-10-02,2019-12-31,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15791.0,55465.0,G1466B10,G1466B10,BRQS,BORQS TECHNOLOGIES INC,BRQS,BORQS TECHNOLOGIES INC,032345,G1466B103,541512,3.0,2017-08-21,2019-09-24,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15794.0,55467.0,G8534710,G8534710,SBBP,STRONGBRIDGE BIOPHARMA PLC,SBBP,STRONGBRIDGE BIOPHARMA PLC,293919,G85347105,325414,3.0,2015-10-16,2019-12-31,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15795.0,55468.0,86881A10,86881A10,SGRY,SURGERY PARTNERS INC,SGRY,SURGERY PARTNERS INC,025898,86881A100,621999,3.0,2015-10-01,2019-12-31,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15796.0,55469.0,Y7172610,Y7172610,PXS,PYXIS TANKERS INC,PXS,PYXIS TANKERS INC,026434,Y71726106,483111,3.0,2015-10-29,2019-12-31,2015-10-30,2019-12-31,1.0,100.0,100.0,100.0
15802.0,55471.0,04552810,04552810,AC,ASSOCIATED CAPITAL GROUP INC,AC,ASSOCIATED CAPITAL GROUP INC,026413,045528106,523,1.0,2015-12-01,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15817.0,54260.0,26924G88,26924G88,ETHO,E T F MANAGERS TRUST,ETHO,ETF MGRS ETHO CLIMATE LDSHP,026541,26924G888,525910,4.0,2016-06-27,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,55.0,77.5
15821.0,53875.0,33939L71,33939L71,TLEH,FLEXSHARES TRUST,TLEH,FLEXSHRS CURR HG MRNG EM FAC,026500,33939L712,525910,4.0,2015-11-10,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,62.0,81.0
15822.0,53875.0,33939L72,33939L72,TLDH,FLEXSHARES TRUST,TLDH,FLEXSHRS CURR HG MRNG DM XUS,026502,33939L720,525910,4.0,2015-11-10,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,62.0,81.0
15823.0,55415.0,38143010,38143010,GSIE,GOLDMAN SACHS E T F TRUST,GSIE,GOLDMAN SACHS ACTVBT INTL EQ,026490,381430107,525910,4.0,2015-11-10,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,68.0,84.0
15824.0,55472.0,45781U10,45781U10,INST,INSTRUCTURE INC,INST,INSTRUCTURE INC,026321,45781U103,519130,1.0,2015-11-13,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15826.0,55474.0,85223410,85223410,SQ,SQUARE INC,SQ,SQUARE INC,026367,852234103,518210,1.0,2015-11-19,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15830.0,53875.0,33939L73,33939L73,ASET,FLEXSHARES TRUST,ASET,FLEXSHARES RL ASSTS ALLC IDX,026556,33939L738,525910,3.0,2015-11-24,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,81.0,90.5
15831.0,55477.0,05464T10,05464T10,AXSM,AXSOME THERAPEUTICS INC,AXSM,AXSOME THERAPEUTICS INC,026349,05464T104,325414,3.0,2015-11-19,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15833.0,55454.0,15671L10,15671L10,CERC,CERECOR INC,CERC,CERECOR INC,026149,15671L109,325412,3.0,2015-11-13,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15837.0,55479.0,26443V10,26443V10,DLTH,DULUTH HOLDINGS INC,DLTH,DULUTH HOLDINGS INC,026335,26443V101,454110,3.0,2015-11-20,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15838.0,55480.0,29460X10,29460X10,EQBK,EQUITY BANCSHARES INC,EQBK,EQUITY BANCSHARES INC,026347,29460X109,522110,3.0,2015-11-11,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15839.0,54104.0,33739Q50,33739Q50,FCVT,FIRST TRUST E T F IV,FCVT,FIRST TR SSI STRATEGIC CONV,026451,33739Q507,525910,3.0,2015-11-04,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,55.0,77.5
15840.0,55481.0,32043P10,32043P10,FGBI,FIRST GUARANTY BANCSHARES INC,FGBI,FIRST GUARANTY BANCSHARES,108979,32043P106,522110,3.0,2015-11-05,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15841.0,55482.0,G3729B10,G3729B10,FORK,FULING GLOBAL INC,FORK,FULING GLOBAL INC,025527,G3729B102,326199,3.0,2015-11-04,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15842.0,52902.0,46138E76,46138E76,IDLB,INVESCO E T F TRUST II,IDLB,INVESCO FTSE INT LOW BET ETF,026479,46138E768,525910,3.0,2018-06-04,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,59.0,79.5
15846.0,55483.0,49803V10,49803V10,KTOV,KITOV PHARMACEUTICALS HLD LTD,KTOV,KITOV PHARMA LTD,291758,49803V107,325412,3.0,2015-11-20,2018-01-30,2015-11-30,2019-12-31,1.0,100.0,81.0,90.5
15847.0,55484.0,50127T10,50127T10,KURA,KURA ONCOLOGY INC,KURA,KURA ONCOLOGY INC,026081,50127T109,325414,3.0,2015-11-05,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15848.0,55485.0,59071710,59071710,MESO,MESOBLAST LTD,MESO,MESOBLAST LTD,271607,590717104,325414,3.0,2015-11-13,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15849.0,55486.0,G1483810,G1483810,MIME,MIMECAST LTD,MIME,MIMECAST LTD,026368,G14838109,519130,3.0,2015-11-19,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15850.0,55487.0,57665R10,57665R10,MTCH,MATCH GROUP INC,MTCH.5,MATCH GROUP INC -OLD,026381,57665R106,519130,3.0,2015-11-19,2019-12-31,2015-11-30,2019-12-31,1.0,80.0,100.0,90.0
15853.0,55488.0,74967R10,74967R10,RMR,R M R GROUP INC,RMR,RMR GROUP INC,026545,74967R106,561110,3.0,2015-12-15,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,92.0,96.0
15854.0,55489.0,27966L10,27966L10,EDSA,EDESA BIOTECH INC,EDSA,EDESA BIOTECH INC,035321,27966L108,325414,3.0,2019-06-10,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15855.0,52902.0,46138E41,46138E41,USLB,INVESCO E T F TRUST II,USLB,INVESCO RUSSELL 1000 LOW ETF,026480,46138E412,525910,3.0,2018-06-04,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,55.0,77.5
15856.0,55490.0,92915B10,92915B10,VYGR,VOYAGER THERAPEUTICS INC,VYGR,VOYAGER THERAPEUTICS INC,026341,92915B106,325414,3.0,2015-11-11,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,100.0,100.0
15857.0,55491.0,Y9530810,Y9530810,WVE,W A V E LIFE SCIENCES LTD,WVE,WAVE LIFE SCIENCES LTD,026340,Y95308105,325414,3.0,2015-11-11,2019-12-31,2015-11-30,2019-12-31,1.0,100.0,91.0,95.5
15859.0,55493.0,05351W10,05351W10,AGR,AVANGRID INC,AGR,AVANGRID INC,026658,05351W103,2211,1.0,2015-12-17,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15860.0,55056.0,69036R86,69036R86,OSG,OVERSEAS SHIPHOLDING GROUP INC,OSG,OVERSEAS SHIPHOLDING GROUP,008210,69036R863,483111,2.0,2016-06-13,2016-06-27,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15862.0,55495.0,G3385610,G3385610,GSM,FERROGLOBE PLC,GSM,FERROGLOBE PLC,026753,G33856108,331410,3.0,2015-12-24,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15863.0,55496.0,68235C10,68235C10,OCX,ONCOCYTE CORP,OCX,ONCOCYTE CORP,026669,68235C107,325414,2.0,2016-01-04,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,100.0,100.0
15881.0,53101.0,25490K11,25490K11,GASX,DIREXION SHARES E T F TRUST,GASX,DIREXION DAILY NAT GAS BE 3X,026588,25490K117,525910,4.0,2016-08-25,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,52.0,76.0
15885.0,54917.0,46641Q60,46641Q60,JPEU,J P MORGAN E T F TRUST,JPEU,JPMORGAN DIVRS RET EUROPE EQ,026704,46641Q605,525910,4.0,2015-12-21,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,59.0,79.5
15887.0,55501.0,76881Y10,76881Y10,RIV,RIVERNORTH OPPORTUNITIES FD INC,RIV,RIVERNORTH OPPORTUNITIES FD,026707,76881Y109,525990,1.0,2015-12-24,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15896.0,55503.0,98585L10,98585L10,YRD,YIRENDAI LTD,YRD,YIREN DIGITAL LTD -ADR,026537,98585L100,519130,1.0,2015-12-18,2019-09-30,2015-12-31,2019-12-31,1.0,100.0,58.0,79.0
15898.0,55504.0,G2118P10,G2118P10,CCRC,CHINA CUSTOMER RELATIONS CENT I,CCRC,CHINA CUSTOMER RELATNS  CTRS,021965,G2118P102,518210,3.0,2015-12-21,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,86.0,93.0
15899.0,55455.0,G1992S10,G1992S10,CISN,CISION LTD,CISN,CISION LTD,032086,G1992S109,519130,1.0,2017-06-30,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15902.0,55460.0,50207430,50207430,LMFA,L M FUNDING AMERICA INC,LMFA,LM FUNDING AMERICA INC,024901,502074305,522298,3.0,2018-10-16,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,95.0,97.5
15903.0,55505.0,52468L40,52468L40,LVHD,LEGG MASON ETF EQUITY TR,LVHD,LEGG MASON LO VOL HI DIV ETF,026760,52468L406,525910,3.0,2015-12-29,2017-02-14,2015-12-31,2019-12-31,1.0,100.0,58.0,79.0
15906.0,55508.0,83190L20,83190L20,SMBK,SMARTFINANCIAL INC,SMBK,SMARTFINANCIAL INC,026179,83190L208,522110,3.0,2015-12-21,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15909.0,55509.0,G0624210,G0624210,TEAM,ATLASSIAN CORP PLC,TEAM,ATLASSIAN CORP PLC,026494,G06242104,519130,3.0,2015-12-10,2019-12-31,2015-12-31,2019-12-31,1.0,100.0,100.0,100.0
15912.0,55510.0,37955N10,37955N10,SELF,GLOBAL SELF STORAGE INC,SELF,GLOBAL SELF STORAGE INC,064545,37955N106,531130,3.0,2016-02-09,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,100.0,100.0
15913.0,55511.0,G8651P11,G8651P11,SPI,S P I ENERGY CO LTD,SPI,SPI ENERGY CO LTD,178377,G8651P110,335999,3.0,2018-11-16,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,94.0,97.0
15914.0,55512.0,98138J20,98138J20,WKHS,WORKHORSE GROUP INC,WKHS,WORKHORSE GROUP INC,184957,98138J206,336112,3.0,2016-01-07,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,100.0,100.0
15917.0,55513.0,36164Y10,36164Y10,GCP,G C P APPLIED TECHNOLOGIES INC,GCP,GCP APPLIED TECHNOLOGIES INC,026812,36164Y101,325194,1.0,2016-02-04,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,96.0,98.0
15918.0,55514.0,67068710,67068710,NHA,NUVEEN MUNICIPAL 2021 TGT TRM F,NHA,NUVEEN MUNI 2021 TARGET TERM,026838,670687102,525990,1.0,2016-01-27,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,82.0,91.0
15920.0,55515.0,G6564A10,G6564A10,NOMD,NOMAD FOODS LTD,NOMD,NOMAD FOODS LTD,317427,G6564A105,311411,1.0,2016-01-12,2019-12-31,2016-01-29,2019-12-31,1.0,100.0,100.0,100.0
15921.0,55517.0,94909010,94909010,WBT,WELBILT INC,WBT,WELBILT INC,026495,949090104,333318,1.0,2017-03-06,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15922.0,54386.0,13206180,13206180,SOVB,CAMBRIA E T F TRUST,SOVB,CAMBRIA SOVEREIGN BOND ETF,026948,132061805,525910,4.0,2016-02-23,2016-12-28,2016-02-29,2019-12-31,1.0,100.0,53.0,76.5
15930.0,50852.0,97717X56,97717X56,PUTW,WISDOMTREE TRUST,PUTW,WISDOMTREE CBOE SP500 PUTWRT,026955,97717X560,525910,4.0,2016-02-24,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,69.0,84.5
15936.0,55520.0,07725L10,07725L10,BGNE,BEIGENE LTD,BGNE,BEIGENE LTD,026376,07725L102,325414,3.0,2016-02-03,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,100.0,100.0
15937.0,55521.0,28106W10,28106W10,EDIT,EDITAS MEDICINE INC,EDIT,EDITAS MEDICINE INC,026874,28106W103,325414,3.0,2016-02-03,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,100.0,100.0
15943.0,55523.0,46604H10,46604H10,IZEA,I Z E A WORLDWIDE INC,IZEA,IZEA WORLDWIDE INC,187357,46604H105,519130,3.0,2018-08-23,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,89.0,94.5
15945.0,55524.0,47103U20,47103U20,JSMD,JANUS DETROIT STREET TRUST,JSMD,JANUS HENDERSON SM CAP ETF,026956,47103U209,525910,3.0,2016-02-25,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,54.0,77.0
15948.0,55525.0,65406E10,65406E10,NCBS,NICOLET BANKSHARES INC,NCBS,NICOLET BANKSHARES INC,017875,65406E102,522110,3.0,2016-02-24,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,100.0,100.0
15950.0,55526.0,74373B10,74373B10,PTI,PROTEOSTASIS THERAPEUTICS INC,PTI,PROTEOSTASIS THERAPEUTICS,026755,74373B109,325414,3.0,2016-02-11,2019-12-31,2016-02-29,2019-12-31,1.0,100.0,100.0,100.0
15956.0,55529.0,04238R10,04238R10,AFI,ARMSTRONG FLOORING INC,AFI,ARMSTRONG FLOORING INC,026343,04238R106,326199,1.0,2016-04-04,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
15960.0,55530.0,22101510,22101510,CRVS,CORVUS PHARMACEUTICALS INC,CRVS,CORVUS PHARMACEUTICALS INC,026895,221015100,325414,3.0,2016-03-23,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15961.0,55531.0,23725P20,23725P20,DRIO,DARIOHEALTH CORP,DRIO,DARIOHEALTH CORP,017485,23725P209,325413,3.0,2019-11-18,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15962.0,52902.0,46138E83,46138E83,DWIN,INVESCO E T F TRUST II,DWIN,INVESCO DWA TACT MUL ASS ETF,027020,46138E834,525910,3.0,2018-06-04,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,55.0,77.5
15965.0,54165.0,33738R87,33738R87,FVC,FIRST TRUST E T F VI,FVC,FIRST TR DRSY WRT DYN FCUS 5,027035,33738R878,525910,3.0,2016-03-18,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,55.0,77.5
15969.0,55533.0,44842L10,44842L10,HCM,HUTCHISON CHINA MEDITECH LTD,HCM,HUTCHISON CHINA MEDITECH LTD,278153,44842L103,325412,3.0,2016-03-17,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15970.0,55535.0,77738510,77738510,ROSE,ROSEHILL RESOURCES INC,ROSE,ROSEHILL RESOURCES INC,031156,777385105,211120,3.0,2017-04-28,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15971.0,55536.0,63008G20,63008G20,NNDM,NANO DIMENSION LTD,NNDM,NANO DIMENSION LTD,300107,63008G203,334118,3.0,2019-10-22,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15972.0,55378.0,74255Y20,74255Y20,PSET,PRINCIPAL EXCHANGE TRADED FUNDS,PSET,PRINCIPAL PRICE SETTERS IDX,027040,74255Y201,525910,3.0,2016-03-22,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,56.0,78.0
15973.0,55378.0,74255Y30,74255Y30,PY,PRINCIPAL EXCHANGE TRADED FUNDS,PY,PRINCIPAL SHAREHOLDR YLD IDX,027041,74255Y300,525910,3.0,2016-03-22,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,57.0,78.5
15976.0,55537.0,87164F10,87164F10,SNDX,SYNDAX PHARMACEUTICALS INC,SNDX,SYNDAX PHARMACEUTICALS INC,020649,87164F105,325414,3.0,2016-03-03,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15977.0,51434.0,92194681,92194681,VIGI,VANGUARD WHITEHALL FUNDS,VIGI,VANGUARD INTL DIVI APPRECTN,026981,921946810,525910,3.0,2016-03-02,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,58.0,79.0
15978.0,55538.0,92672L10,92672L10,VRAY,VIEWRAY INC,VRAY,VIEWRAY INC,023106,92672L107,334510,3.0,2016-03-31,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,100.0,100.0
15979.0,51434.0,92194679,92194679,VYMI,VANGUARD WHITEHALL FUNDS,VYMI,VANGUARD INTL HIGH DIV YLD,026982,921946794,525910,3.0,2016-03-02,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,58.0,79.0
15980.0,48779.0,90431120,90431120,UA,UNDER ARMOUR INC,UA,UNDER ARMOUR INC,165052,904311206,315,1.0,2016-04-08,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
15981.0,54260.0,26924G70,26924G70,GAMR,E T F MANAGERS TRUST,GAMR,ETF MGRS PUREFDS VIDEO GAME,027019,26924G706,525910,4.0,2016-06-27,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,55.0,77.5
15985.0,55415.0,38143030,38143030,GSEU,GOLDMAN SACHS E T F TRUST,GSEU,GOLDMAN SACHS ACTIVEBETA EUR,026992,381430305,525910,4.0,2016-03-04,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,64.0,82.0
15986.0,55415.0,38143040,38143040,GSJY,GOLDMAN SACHS E T F TRUST,GSJY,GOLDMAN SACHS ACTIVEBETA JPN,026993,381430404,525910,4.0,2016-03-04,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,64.0,82.0
15987.0,55416.0,47804J70,47804J70,JHME,JOHN HANCOCK E T F TRUST,JHME,JOHN HANCOCK MULTIFCTR ENRGY,027066,47804J701,525910,4.0,2016-03-29,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,71.0,85.5
15988.0,55416.0,47804J80,47804J80,JHMA,JOHN HANCOCK E T F TRUST,JHMA,JOHN HANCOCK MULTIFCTR MATLS,027085,47804J800,525910,4.0,2016-03-29,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,71.0,85.5
15989.0,55416.0,47804J86,47804J86,JHMU,JOHN HANCOCK E T F TRUST,JHMU,JOHN HANCOCK MULTIFCTR UTILS,027084,47804J867,525910,4.0,2016-03-29,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,75.0,87.5
15992.0,55416.0,47804J87,47804J87,JHMS,JOHN HANCOCK E T F TRUST,JHMS,JOHN HANCOCK MULTIFCTR C STP,027083,47804J875,525910,4.0,2016-03-29,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,71.0,85.5
15993.0,55416.0,47804J88,47804J88,JHMI,JOHN HANCOCK E T F TRUST,JHMI,JOHN HANCOCK MULTIFCTR INDLS,027082,47804J883,525910,4.0,2016-03-29,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,71.0,85.5
15994.0,39147.0,78468R74,78468R74,SHE,SPDR SERIES TRUST,SHE,SPDR SSGA GENDER DIVERSITY,027010,78468R747,525910,4.0,2016-03-08,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,53.0,76.5
15995.0,55540.0,81727U10,81727U10,SENS,SENSEONICS HOLDINGS INC,SENS,SENSEONICS HLDGS INC,026636,81727U105,334510,2.0,2016-03-18,2019-12-31,2016-03-31,2019-12-31,1.0,100.0,85.0,92.5
15996.0,54311.0,53122970,53122970,BATRA,LIBERTY MEDIA CORP 3RD NEW,BATRA,LIBERTY MEDIA BRAVES GROUP,027186,531229706,711211,3.0,2016-04-18,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,62.0,81.0
15997.0,54311.0,53122988,53122988,BATRK,LIBERTY MEDIA CORP 3RD NEW,BATRK,LIBERTY MEDIA BRAVES GROUP,027186,531229888,711211,3.0,2016-04-18,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,62.0,81.0
15998.0,54311.0,53122940,53122940,LSXMA,LIBERTY MEDIA CORP 3RD NEW,LSXMA,LIBERTY MEDIA SIRIUSXM GROUP,017010,531229409,515112,3.0,2016-04-18,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,58.0,79.0
15999.0,54311.0,53122950,53122950,LSXMB,LIBERTY MEDIA CORP 3RD NEW,LSXMB,LIBERTY MEDIA SIRIUSXM GROUP,017010,531229508,515112,3.0,2016-04-18,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,58.0,79.0
16000.0,54311.0,53122960,53122960,LSXMK,LIBERTY MEDIA CORP 3RD NEW,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,017010,531229607,515112,3.0,2016-04-18,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,58.0,79.0
16004.0,55542.0,74909E10,74909E10,QHC,QUORUM HEALTH CORP,QHCCQ,QUORUM HEALTH CORP,026157,74909E106,622110,1.0,2016-05-02,2019-12-31,2016-05-31,2019-12-31,1.0,75.0,100.0,87.5
16005.0,55543.0,00773J10,00773J10,AGLE,AEGLEA BIOTHERAPEUTICS INC,AGLE,AEGLEA BIOTHERAPEUTICS INC,024599,00773J103,325414,3.0,2016-04-07,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
16006.0,53120.0,37954Y88,37954Y88,CATH,GLOBAL X FUNDS,CATH,GLOBAL X SP 500 CATHOLIC VAL,027171,37954Y889,525910,3.0,2016-04-19,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,71.0,85.5
16007.0,55544.0,17107740,17107740,CDXC,CHROMADEX CORP,CDXC,CHROMADEX CORP,177367,171077407,325411,3.0,2016-04-25,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
16009.0,55546.0,03210810,03210810,IBUY,AMPLIFY ETF TRUST,IBUY,AMPLIFY ONLINE RETAIL ETF,027204,032108102,525910,3.0,2016-04-20,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,65.0,82.5
16012.0,55534.0,70516310,70516310,PECK,PECK CO INC,PECK,PECK CO HOLDINGS INC (THE),035367,705163103,238210,3.0,2019-06-20,2019-07-16,2016-04-29,2019-12-31,1.0,100.0,73.0,86.5
16015.0,37493.0,46435G53,46435G53,SDG,ISHARES TRUST,SDG,ISHARES MSCI GLOBAL IMPACT,027207,46435G532,525910,3.0,2018-10-23,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,69.0,84.5
16019.0,55548.0,75700L10,75700L10,RRR,RED ROCK RESORTS INC,RRR,RED ROCK RESORTS INC,026361,75700L108,721120,3.0,2016-04-27,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
16020.0,55549.0,81374A10,81374A10,SCWX,SECUREWORKS CORP,SCWX,SECUREWORKS CORP,026677,81374A105,511210,3.0,2016-04-22,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,100.0,100.0
16021.0,55527.0,15136A10,15136A10,CDEV,CENTENNIAL RESOURCE DEVELOP INC,CDEV,CENTENNIAL RES DVLPMNT INC,026864,15136A102,211120,3.0,2016-10-12,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,69.0,84.5
16022.0,55550.0,98585M10,98585M10,YIN,YINTECH INVESTMENT HOLDINGS LTD,YIN,YINTECH INVST HLDGS LTD -ADR,027123,98585M108,523140,3.0,2016-04-27,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,71.0,85.5
16024.0,55551.0,02922710,02922710,ARA,AMERICAN RENAL ASSOCIATES,ARA,AMERICAN RENAL ASSOCS HLDGS,026126,029227105,621492,1.0,2016-04-21,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,84.0,92.0
16034.0,55554.0,29278D10,29278D10,ENIC,ENERSIS CHILE S A,ENIC,ENEL CHILE SA,027141,29278D105,2211,1.0,2016-04-27,2016-11-06,2016-04-29,2019-12-31,1.0,100.0,69.0,84.5
16042.0,55555.0,55303A10,55303A10,MGP,M G M GROWTH PROPERTIES LLC,MGP,MGM GROWTH PROPERTIES LLC,027045,55303A105,531120,1.0,2016-04-20,2019-12-31,2016-04-29,2019-12-31,1.0,100.0,96.0,98.0
16044.0,55557.0,45688C10,45688C10,NGVT,INGEVITY CORP,NGVT,INGEVITY CORP,027119,45688C107,3251,1.0,2016-05-16,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,100.0,100.0
16048.0,55559.0,G2583910,G2583910,CCEP,COCA COLA EUROPEAN PARTNERS PLC,CCEP,COCA-COLA EUROPEAN PARTNERS,012756,G25839104,312111,1.0,2018-11-07,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,96.0,98.0
16049.0,55560.0,98923T10,98923T10,ZDGE,ZEDGE INC,ZDGE,ZEDGE INC,027318,98923T104,511210,2.0,2016-06-02,2019-12-31,2016-06-30,2019-12-31,1.0,100.0,100.0,100.0
16051.0,55562.0,00401C10,00401C10,ACIA,ACACIA COMMUNICATIONS INC,ACIA,ACACIA COMMUNICATIONS INC,026722,00401C108,334220,3.0,2016-05-13,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,100.0,100.0
16052.0,55563.0,00162710,00162710,ALJJ,A L J REGIONAL HOLDINGS INC,ALJJ,ALJ REGIONAL HOLDINGS INC,062582,001627108,518210,3.0,2016-05-11,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,96.0,98.0
16055.0,53120.0,37954Y79,37954Y79,BFIT,GLOBAL X FUNDS,BFIT,GLOBAL X HLTH WELLN THEMATIC,027260,37954Y798,525910,3.0,2016-05-10,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,64.0,82.0
16059.0,53120.0,37954Y77,37954Y77,LNGR,GLOBAL X FUNDS,LNGR,GLOBAL X LONGEVITY THEMATIC,027261,37954Y772,525910,3.0,2016-05-10,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,71.0,85.5
16060.0,53120.0,37954Y76,37954Y76,MILN,GLOBAL X FUNDS,MILN,GLOBAL X MILLENNIAL THEMATIC,027249,37954Y764,525910,3.0,2016-05-05,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,64.0,82.0
16062.0,55566.0,N5749R10,N5749R10,MRUS,MERUS N V,MRUS,MERUS NV,026385,N5749R100,325414,3.0,2016-05-19,2019-12-31,2016-05-31,2019-12-31,1.0,100.0,88.0,94.0
